文件ID,搜索,排雷 评价,备注,更新日志,预览,百度,迅雷,UC,FB,版本及更新时间等,评级,"评级（成品级别）评分105- X          90-100 SSS           75-85 SS             60-70 S         45-55A     25-40B ",剧情有无代入感10分，实用度如何，20分好不好冲？（30分）,画风立绘建模如何？10分。动态？10分。cg质量？10分（30分）,CV质量10分，音声10分（20分）,游戏性|玩法，好不好玩？（15分）,内容cg丰富度（15分）,修正分，bug过多，挤牙膏，无意义刷量强行延长游玩时间+反作弊,封面,攻略,DL号|社团|作者,最后修改时间,创建时间,视频,类型,游戏名大小
BAYJSLG158,【互动SLG/官中/触摸/PC+安卓】恶魔石板与被诅咒的犬公主 Unity2.0版重置版+1.07PC+安卓作弊版【1.1G】,,"◆故事
就像是曾经读过的童话故事一般，从邪恶的恶魔手中救出公主吧。
与从封印中醒来的恶魔（被害人）堵上灵魂的生死决斗。
被施加在自大公主身上的诅咒究竟是？
降临在自大公主身上的恐怖的解除方法。
居然是以会话之名的魔法来俘获公主的心，以及通过高超的技巧来政府她的肉体！
是要让公主变成狗？还是女人呢？全部都交由你来判断…

更新日志：
v2.0更新介绍·
除了第一天的故事和精神崩溃
添加了一些新发型。
添加新服装“水手服”","◆故事
就像是曾经读过的童话故事一般，从邪恶的恶魔手中救出公主吧。
与从封印中醒来的恶魔（被害人）堵上灵魂的生死决斗。
被施加在自大公主身上的诅咒究竟是？
降临在自大公主身上的恐怖的解除方法。
居然是以会话之名的魔法来俘获公主的心，以及通过高超的技巧来政府她的肉体！
是要让公主变成狗？还是女人呢？全部都交由你来判断…
◆恶魔的拼图
和恶魔的神经衰弱比赛！
麻烦？
请不用担心，就算是输了也可以通过技能系统在有利的状态下重新进行战斗！
◆H功能
第一人称的触摸Flaish游戏。
全篇使用了手绘的30FPS动画带来的自由触摸体验。
还有便利的AUTO功能和惯用手切换，根据抽插的强度反应也会变化，等。
◆MWS（Magic Word System）
新搭载的随机会话系统。
通过「鼓励」「恶作剧」「赞扬」等对话来向公主的心灵施加影响，回复自己的精力。
而且每次对话，都可以享受到不一样的反应。",https://pic.moebox.io/album/SLG158.XmWq4,"https://pan.baidu.com/s/1tG0unZEZZwIL6SM1XA59vA 提取码: BAYJ 
https://pan.xunlei.com/s/VOeMfzpkQHOz1-xHaNXg_0-FA1?pwd=58id# 
https://drive.uc.cn/s/fdd86251160d4?public=1",,,,,,S,,,,,,,,,,2026年2月16日 19:32,2026年2月16日 02:23,未开始,【互动SLG/官中/触摸/PC+安卓】,恶魔石板与被诅咒的犬公主 Unity2.0版重置版+1.07PC+安卓作弊版【1.1G】
BAYJSLG157,【沙盒SLG/PC+安卓/汉化/2D/更新】修复者/调停者/修理工/The Fixer带作弊器 Ver0.3.4.10【750M】,"帮找的，玩了一下感觉相当不错，高自由度的沙盒。
附带作弊器，我的世界我做主AWA。",,"原名：The Fixer 
游戏介绍：
修复者是一部生活模拟视觉小说。你扮演主角萨曼莎的角色，她是一名修复者。
为了解决雇主的问题，她必须面对不同的挑战，例如调查工业破坏，派系之间的外交和追踪麻烦制造者。
但她需要以某种方式在处理任务的同时继续她的日常生活。
在玩完其中一个起源故事后，萨曼莎发现自己在 Blaston，被城市的主要权力基地救出，作为回报，她同意作为“修复者”为他们工作，使用机智、外交或卑鄙的手段解决潜在的敏感问题。
她会设法改变小镇及其权力掮客，还是会与Blaston的大多数居民一起陷入堕落和绝望的深渊？
更新日志:
当前版本: 0.3.4.10
修复了导致 Dani 和 Anabel 对话崩溃的一些错误
修复了单独与安娜贝尔对话时的通用对话",https://pic.moebox.io/album/SLG157.XkZPO,"https://pan.baidu.com/s/1k8XM_1qHBvLcFOkVps9-gQ?pwd=BAYJ
https://pan.xunlei.com/s/VO_Mk0C6igv6GWEDNMJFqZp-A1?pwd=4kez
https://drive.uc.cn/s/b671eb5e967a4?public=1",,,,,,A,,,,,,,,,,2026年2月16日 19:32,2026年2月16日 02:23,未开始,【SLG/PC+安卓/汉化/2D/更新】,修复者/调停者/修理工/The Fixer带作弊器 【Ver0.3.4.10】【750M】
BAYJSLG156,【爆款SLG像素全动态汉化】身体测量师的工作（身体測定士のおしごと）V1.0.2 吹雪个人汉化版+全存档【300M】,DL7月新作，新汉化版本，像素动态很好，但内容还是不够丰富,,"【触摸检查提升”亲密度”！身体测量H模拟器】
作为少子化对策的一环，新设立的职业资格「身体测量师」
刚取得资格的你，今天迎来了首个工作日！
为了让她们更健康
来进行细致入微的身体检查吧！
反复检查提升”亲密度”后
说不定会有”好事情”发生哦…
○检查项目共计31种+α
（全部采用精心制作的像素动画）
○操作方式：键盘
◆注意事项◆
本作品使用Action Game Maker MV引擎制作
部分PC环境可能无法正常运行，购买前请务必通过试玩版确认兼容性
启动游戏可能需要20~30秒加载时间",,"https://pan.baidu.com/s/1sx1ymoQHGBAhm2BvQjNybQ?pwd=BAYJ ",1,https://drive.uc.cn/s/5879cdb2eb834?public=1,,,,S,,,,,,,,,,2026年2月16日 19:32,2026年2月16日 02:23,未开始,【爆款SLG像素全动态汉化】,身体测量师的工作（身体測定士のおしごと）V1.0.2 吹雪个人汉化版+全存档【300MB】
BAYJSLG155,【爆款3D全动态机翻】3D痴汉体验 无限触摸！～ 摸摸摸，摸到爽！～（3D痴◯体験 おさわりホーダイ！〜 触って触って、触りまくれ！〜）V1.0.1 机翻汉化【1.4G】,DL7月新作，优化不太行，汉化有问题,,,,7月DL热门新作十一部,1,1,,,,A,,,,,,,,,,2026年2月16日 19:32,2026年2月16日 02:23,未开始,【爆款3D全动态机翻】,3D痴汉体验 无限触摸！～ 摸摸摸，摸到爽！～（3D痴◯体験 おさわりホーダイ！〜 触って触って、触りまくれ！〜）V1.0.1 机翻汉化【1.4G】
BAYJSLG154,【战略SLG/ACT/3D作品/全动态/官中】目标！哥布林大师2（目指せ！ゴブリンマスター2）V1.0正式版 DL官中附存档【2.4G】,DL7月新作，有游戏性，但是不怎么涩,7月DL热门新作十一部,,,7月DL热门新作十一部,1,1,,,,S,,,,,,,,,,2026年2月16日 19:32,2026年2月16日 02:23,未开始,【战略SLG/ACT/3D作品/全动态/官中】,目标！哥布林大师2（目指せ！ゴブリンマスター2）V1.0正式版 DL官中附存档【2.4G】
BAYJSLG153,【日式SLG/新官中/双端/Live2DxASMR】 上吧！辣妹酱2 ～乳交篇、骑乘位篇～ ヤっちゃえ!ギャルちゃん2 ～パイズリ編、騎乗位編～ v1.1 双端 官中版+动画版+特典 【2.80G】,,,,,1,,,,,,SS,,,,,,,,,,2026年2月16日 19:32,2026年2月16日 02:23,未开始,"【日式SLG/新官中/双端/Live2DxASMR】 ",上吧！辣妹酱2 ～乳交篇、骑乘位篇～ ヤっちゃえ!ギャルちゃん2 ～パイズリ編、騎乗位編～ v1.1 双端 官中版+动画版+特典 【2.80G】
BAYJSLG152,【PC+安卓/触摸/SLG/动态/步兵】迷失的生命lost life 1.52双端内置作弊+同社团四部(tokiko1+2+犬公主+良い梦)+赠品（剧情视频+特典露出番外视频+画集）【3.3G】,,六一特辑,,https://pic.moebox.io/album/SLG152.XOyoD,"https://pan.baidu.com/s/1tG0unZEZZwIL6SM1XA59vA  提取码: BAYJ ",https://pan.xunlei.com/s/VOeMfzpkQHOz1-xHaNXg_0-FA1?pwd=58id#,https://drive.uc.cn/s/fdd86251160d4?public=1,,,,SS,,,,,,,,,,2026年2月16日 19:32,2026年2月16日 02:23,未开始,【PC+安卓/触摸/SLG/动态/步兵】,迷失的生命lost life 1.52双端内置作弊+同社团四部(tokiko1+2+犬公主+良い梦)+赠品（剧情视频+特典露出番外视频+画集）【3.3G】
BAYJSLG150,【直播SLG互动养成全动态官中】妖狐的深夜直播（妖狐の深夜配信） STEAM官中+全DLC+存档【12G】,"一如既往高质量，唯一缺点是太大了，基本上肝完了，剩几个结局没打，存档可以直接看
",,,https://pic.moebox.io/album/SLG150.XaLQJ,"1 https://pan.baidu.com/s/1Z2zXLeo5NI4lFGaYXLvr9Q?pwd=BAYJ ","1 https://pan.xunlei.com/s/VOXdHQNDtChya7QMuu_rY53yA1?pwd=dvu5#
",https://drive.uc.cn/s/f40a8f1d9c1d4?public=1,,V250630,,SS,,,,,,,,,,2026年2月16日 19:32,2026年2月16日 02:23,未开始,【直播SLG互动养成全动态官中】,妖狐的深夜直播（妖狐の深夜配信） STEAM官中+全DLC+存档【12G】
BAYJSLG148,【日式SLG/精翻汉化/全动态/全CV】 我的生殖活动记录/生殖活動記録 精翻汉化版+存档【500M】,,,,,1,,,,,,S,,,,,,,,,,2026年2月16日 19:32,2026年2月16日 02:23,未开始,【日式SLG/精翻汉化/全动态/全CV】," 我的生殖活动记录/生殖活動記録 精翻汉化版+存档【500M】"
BAYJSLG149,【互动SLG/中文/动态/CV】 黑暗童话：LOST2 STEAM官中步兵版+全回想存档 【1.6G】,"游戏内容：
这是一款黑暗童话题材的点击解密游戏。
童话故事裡久负盛名的公主们被困在了一个又一个的梦境中，
玩家需要穿梭在这些梦境裡，然后观察场景，
并使用道具帮助这些公主和其他角色摆脱困难，
当然，你也可以制造一点小麻烦为难她们，
在这个过程中，很有可能于她们展开一场亲密互动。

游戏特色：
1. 20多个童话女主角，27种CG场景解锁！
白雪公主，匹诺曹，小红帽，小人国，人鱼公主等等应有尽有~
2. 全角色全程Liv2d动画，每个角色都有多种状态动画，丰富的微表情，自然的动作，
不管是温柔向你招手或是激烈的反抗都让人血脉喷张，反正你想要的全都有!
3. 每个角色都有大量奇妙互动！ 每个角色有5-12种以上互动，
不管你是喜欢温柔的抚摸揉搓，还是用鞭子蜡烛惩罚，
还是各种奇妙**玩具道具，都能满足你。
4. 每个角色都有语音！ 每个女孩都有自己的语音，
美少女与你互动时而在你的耳畔低吟，让你身临其境。
5.我们精心设计了每个角色的动作和姿势，使其表情和各种互动的动作都足够细腻和丰富。
6.最有趣的解密游戏，即休闲又烧脑，你永远不知道墙壁上的壁画后面藏着什麽让女孩又怕有爱的道具。",,,,1,,,,,,S,,,,,,,,,,2026年2月16日 19:32,2026年2月16日 02:23,未开始,"【互动SLG/中文/动态/CV】 ",黑暗童话：LOST2 STEAM官中步兵版+全回想存档 【1.6G】
BAYJSLG147,【亚洲SLG/双端/动态】蜉蝣（Mayfly Reset）重置版 EP.2 汉化中文【4G】,神级建模,,"游戏介绍
蜉蝣：重置版（Mayfly）是一款赛博朋克风的SLG游戏
这个游戏建模顶级，人物超级细腻，并且是亚洲风，很符合审美
游戏目前版本虽然不高，但内容也不算少，很有神作潜质
 
 剧情介绍
“城市的下水道散发着血腥和铁锈的恶臭。富人和权贵的画像鳞次栉比 试图掩盖他们犯下的滔天罪行”“苦难之后迎接你的，真的是光明和温暖吗？”
故事发生在该国唯一的特大城市德文郡。在明显的贫富差距的困扰下，德文郡最终分为上城区和地下城区，前者是公司高管和科波斯人过着富裕和奢华的生活，后者是工厂工人和黑帮（包括黑社会）居住的地方。
十年前，一种来历不明的现象导致城市内外的个人突然出现超能力，主要是青少年。然而，这一意想不到的发展给政府带来了巨大的挑战，因为这些超能力者开始从事犯罪活动。特别是，由于根深蒂固的不平等，他们针对上城区，诉诸绑架和谋杀富人等行为。为了解决犯罪率上升的问题，政府被迫实施两项法案：《民团法》和《超级大国法》。前者赋予具有超能力的选定个人超越传统的执法措施打击罪犯的能力，而后者则以不同于普通人的超能力者对待，取消年龄限制并为其建立专门的监狱。
随着时间的推移，德文郡的超能力犯罪稳步下降，这要归功于国家资助的治安人员，他们被赋予了维护正义的任务。然而，随着民团部队的扩大，平衡开始发生变化，因为一些动机不明的治安队员成为该市不稳定的新来源。此外，在最初的超级大国激增之后，德文郡没有出现新的超级大国。这导致公众要求废除《民团法案》的要求日益高涨，公众对义警的看法也从曾经受人尊敬的英雄转变为更加批判的立场。在这样的环境中，你是义警的一员，你真的愿意让别人决定你的命运吗？我相信答案是明确的“永远不会”。你做出的每一个决定，无论是重要的还是看似无关紧要的，都有可能影响你在旅途中形成的关系和联盟。是像蜉蝣一样在这个表面上充满活力的城市中短暂生活，还是在街头留下持久的传奇遗产？
更新日志：
1135+ 新渲染图
14 张新动画 CG
3100+ 行全新故事文本
6850+ 行全新代码
30 多首新音乐曲目
100 多种新音效
新的片尾场景
渲染质量得到显著提升
添加体积光/体积雾
角色添加了更高多边形的模型和新的骨骼装备，从而可以实现更精致、更详细的身体动作
MC 的模型和皮肤已更新，让他看起来……更帅气，也许？",https://ibb.co/album/5xZgLW,"https://pan.baidu.com/s/1SVq7z-dvF8-Bt5k9HpbOIg?pwd=BAYJ
https://pan.xunlei.com/s/VObxCVc9yo2xcHgNgBr1C6-IA1?pwd=dj8b 
https://drive.uc.cn/s/ab33f6ca24dc4?public=1",1,1,,,,S,,,,,,,,,蜉蝣（Mayfly Reset）重置版 EP.2 双端汉化,2026年2月16日 19:32,2026年2月16日 02:23,未开始,【亚洲SLG/双端/动态】,蜉蝣（Mayfly Reset）重置版 EP.2 汉化中文【4G】
BAYJSLG145,【爆款SLG动态汉化双端】边境小店NTR（ストアマトロンNTR）Shop Mistress NTR  V1.0 STEAM官中+双端+存档【1.5G】,ST7月新作，攻略：挖矿解锁地下室SM，喂猫得钥匙解锁夜袭,,,,1,1,1,,,,S,,,,,,,,,,2026年2月16日 19:32,2026年2月16日 02:23,未开始,【爆款SLG动态汉化双端】,边境小店NTR（ストアマトロンNTR）Shop Mistress NTR  V1.0 STEAM官中+双端+存档【1.5G】
BAYJSLG144,【SLG/官中/双端】路人娘捕获学园 モブ娘捕獲学園 官方中文版 PC+安卓 【4G】,,系列名,"对可疑的学生突击检查，把违反纪律的女孩子送去校长室
这就是你的职责
女孩子用的学生证过期了…
跑到其他年级的教室了…
用的学生证是伪造的…
偶尔也会遇到不听话的女孩子
对那样的女孩子进行惩罚吧
一切都由玩家决定",,"1 https://pan.baidu.com/s/1RHArf0lzt0-W9oo5ElYmLg?pwd=BAYJ 提取码: BAYJ ",,,,,,S,,,,,,,,,モブ娘シリーズ,2026年2月16日 19:32,2026年2月16日 02:23,未开始,【SLG/官中/双端】,路人娘捕获学园 モブ娘捕獲学園 官方中文版 PC+安卓 【4G】
BAYJSLG143,【SLG/DL官中/NTR/人妻】母娘调教/Mother's Conditioning/人妻コンディショニング【Ver 1.35】【PC/860M】,,,,,1,,,,,,S,,,,,,,,,【RJ01124819/バナナキング 社团】,2026年2月16日 19:32,2026年2月16日 02:23,未开始,【SLG/DL官中/NTR/人妻】,母娘调教/Mother's Conditioning/人妻コンディショニング【Ver 1.35】【PC/860M】
BAYJSLG142,【SLG/官中/步兵/动态】 斗技场物语～盗贼与姬骑士篇 STEAM官方中文步兵版带全cg 【400M/CV】,老神作，顶级立绘动态cg很顶,ctrl+F9一键全解锁画廊,,,卡牌合集,1,1,,,,SS,,,,,,,,,,2026年2月16日 19:32,2026年2月16日 02:23,未开始,"【SLG/官中/步兵/动态】 ",斗技场物语～盗贼与姬骑士篇 STEAM官方中文步兵版带全cg 【400M/CV】
BAYJSLG139,【经营养成SLG触摸抚摸动态汉化】精灵药剂工坊（Fairy sPotionFactory）V25.04.04 AI汉化【800M】,DL4月新作，互动经营养成类，内容不多，涩涩很少,,,,"1 https://pan.baidu.com/s/1sAwMGdAzbUfJ1Pca6GWcvg?pwd=BAYJ 提取码: BAYJ ",,1,,,,A,,,,,,,,,,2026年2月16日 19:32,2026年2月16日 02:23,未开始,【经营养成SLG触摸抚摸动态汉化】,精灵药剂工坊（Fairy sPotionFactory）V25.04.04 AI汉化【800M】
BAYJSLG138,【肉鸽SLG/官中/双端】色气陷阱扫雷（エロトラップスイーパー）EroTrapSweeper V1.04 DL官方中文【700M】,,めんたいさんワールド系列,,,1,,1,,,,S,,,,,,,,,,2026年2月16日 19:32,2026年2月16日 02:23,未开始,【肉鸽SLG/官中/双端】,色气陷阱扫雷（エロトラップスイーパー）EroTrapSweeper V1.04 DL官方中文【700M】
